array,sampling_rate,song_id,genre_id,genre
"[-0.01150692 -0.01033851 -0.02860881 ...  0.03342582 -0.06895436
 -0.05596326]",44100,5723,1,Rock
"[ 0.14802862  0.14695729  0.14974259 ... -0.03178766 -0.03392319
 -0.03149273]",44100,2464,0,Electronic
[0.         0.         0.         ... 0.10188773 0.10362841 0.10501187],44100,15657,1,Rock
"[ 2.05483544e-07  1.83875671e-07  1.85292986e-07 ... -1.15101997e-01
 -1.05658531e-01 -9.84957665e-02]",44100,6674,8,Pop
"[ 0.          0.          0.         ... -0.06247153 -0.09902222
 -0.1632693 ]",44100,8766,3,Experimental
"[ 0.02231356  0.02395864  0.03305743 ... -0.45373021 -0.49019684
 -0.3481209 ]",44100,18152,9,International
"[ 4.01655126e-10  2.39534748e-09 -1.34298794e-10 ... -3.81639749e-01
 -4.27365631e-01 -4.43416759e-01]",44100,24640,4,Hip-Hop
"[ 0.13632312  0.14340457  0.14981709 ... -0.00983198 -0.01003449
 -0.01036027]",44100,12373,3,Experimental
"[-0.05896433 -0.06621646 -0.07015657 ...  0.05821434  0.05554818
  0.04907505]",44100,24113,1,Rock
[0.         0.         0.         ... 0.06235427 0.06102292 0.05869794],48000,22929,1,Rock
"[-3.77687712e-08 -2.64826809e-08 -4.90835745e-08 ... -4.47123703e-02
 -4.24389131e-02 -4.18562852e-02]",44100,15646,5,Folk
"[-7.05372400e-08  1.30170633e-07  3.22391255e-07 ...  9.94198918e-01
  9.94616807e-01  9.93639976e-01]",44100,5091,8,Pop
[0.         0.         0.         ... 0.01439093 0.01503169 0.01603198],44100,3859,9,International
"[ 2.35602487e-07  3.33234029e-07  2.88996432e-07 ... -7.72018060e-02
 -7.66757950e-02 -7.75135420e-02]",44100,11715,5,Folk
"[-3.69699232e-07 -3.94728072e-07 -4.05393727e-07 ...  1.95106491e-02
  1.10074878e-03 -1.76495090e-02]",44100,190,9,International
"[-0.00234658  0.00029562  0.00332499 ... -0.0151724  -0.0146899
 -0.01447353]",48000,20523,9,International
"[ 0.          0.          0.         ... -0.21995603 -0.18073828
 -0.13444795]",44100,18151,2,Punk
[0.         0.         0.         ... 0.22187547 0.22609755 0.23217677],44100,15462,5,Folk
"[ 3.06752151e-10  3.78751114e-09  1.34244051e-08 ... -9.00139399e-02
 -8.02642666e-02 -8.93178098e-02]",44100,7266,4,Hip-Hop
[0.         0.         0.         ... 0.05700764 0.05108428 0.0481566 ],44100,717,8,Pop
"[1.21441610e-06 1.12040675e-06 4.91081607e-07 ... 1.08332243e-01
 1.12164278e-01 1.10536560e-01]",44100,15669,6,Chiptune / Glitch
"[-1.80202463e-07 -6.24535076e-07 -9.55883422e-07 ... -2.29970805e-01
 -2.21950501e-01 -2.04125591e-01]",44100,22885,4,Hip-Hop
"[ 0.29240316  0.35863684  0.3748349  ... -0.3533133  -0.36610189
 -0.37388213]",44100,17098,6,Chiptune / Glitch
"[-3.32487382e-09 -2.93446085e-08 -7.78419302e-08 ... -6.87639066e-03
 -6.24065040e-03 -5.89274155e-03]",44100,8652,7,Instrumental
"[-3.49776985e-08 -8.82334072e-08 -1.41301024e-07 ...  1.80087660e-01
  1.78903192e-01  1.77502062e-01]",48000,7042,7,Instrumental
[0.         0.         0.         ... 0.18597854 0.21666409 0.30645266],44100,22883,1,Rock
"[ 0.11775559  0.12564731  0.11477928 ... -0.232661   -0.21581788
 -0.22293629]",44100,13658,2,Punk
"[-0.00929639 -0.02579746 -0.04677066 ...  0.34906551  0.3833349
  0.4041712 ]",44100,9166,2,Punk
"[ 0.          0.          0.         ... -0.32559001 -0.29427081
 -0.27605495]",44100,12293,4,Hip-Hop
"[ 0.          0.          0.         ... -0.07909105 -0.06131469
 -0.04268921]",32000,15772,2,Punk
"[ 0.          0.          0.         ... -0.12249526 -0.16858945
 -0.21826678]",44100,5998,8,Pop
[0.         0.         0.         ... 0.05277783 0.08691008 0.07306221],44100,18731,2,Punk
"[ 8.67199001e-09 -6.68395561e-09 -3.56587790e-08 ... -7.80039839e-02
 -2.58353241e-02  1.26129761e-01]",44100,10306,8,Pop
[0.         0.         0.         ... 0.57977834 0.61462706 0.61967742],48000,20372,2,Punk
"[8.48423923e-07 9.77727410e-07 9.11730723e-07 ... 2.29004957e-01
 2.33751811e-01 2.41748184e-01]",44100,23465,6,Chiptune / Glitch
"[ 0.22138184  0.35862897  0.43860608 ... -0.22780105 -0.22305968
 -0.23375742]",44100,17564,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.00859158  0.00942755
  0.00098406]",44100,12697,8,Pop
"[1.03809693e-10 1.55964391e-09 2.73467937e-09 ... 1.50252883e-02
 1.28217661e-02 8.82943743e-03]",44100,7196,2,Punk
"[4.72273090e-08 6.85720281e-08 1.02956996e-07 ... 4.14935425e-01
 4.26343828e-01 4.15451974e-01]",44100,1738,1,Rock
"[-2.15017343e-09 -1.58346833e-08 -1.19776747e-08 ...  1.44785874e-01
  1.53586142e-01  1.50824614e-01]",44100,2572,2,Punk
"[ 2.45213442e-07  2.61484821e-07  1.98514492e-07 ... -4.00608331e-01
 -3.32508117e-01 -2.45669141e-01]",44100,15678,1,Rock
"[ 4.50522675e-11  1.74501302e-10  4.96106867e-09 ... -1.47804789e-01
 -1.48647152e-01 -1.49260499e-01]",44100,21037,6,Chiptune / Glitch
"[ 4.53184226e-10  5.50361223e-09 -1.09548741e-08 ...  1.24744824e-02
  1.27306306e-02  1.32504483e-02]",44100,13642,0,Electronic
"[-2.30090302e-09 -1.73991852e-08 -4.89327423e-08 ...  1.38817273e-01
  1.25346340e-01  1.12204228e-01]",44100,14569,4,Hip-Hop
[0.         0.         0.         ... 0.2162687  0.22147892 0.22732159],44100,23100,0,Electronic
"[-2.58156569e-08 -8.06075766e-08 -9.84807080e-08 ... -1.07740415e-02
  1.73724266e-02  3.60276941e-02]",44100,3629,6,Chiptune / Glitch
[0.         0.         0.         ... 0.0619747  0.04895675 0.05144413],44100,2322,9,International
[0.         0.         0.         ... 0.00971207 0.01169003 0.01225298],44100,23095,0,Electronic
"[ 0.          0.          0.         ... -0.01545946 -0.01935412
 -0.02262444]",44100,24672,5,Folk
[0.         0.         0.         ... 0.27131099 0.28178236 0.29180555],44100,1951,8,Pop
"[ 8.56590215e-10 -6.60288269e-10 -1.60067533e-08 ...  3.47313536e-02
  3.32799735e-02  3.66984466e-02]",44100,21039,1,Rock
"[-1.46118490e-09 -1.34954616e-08 -1.96844763e-10 ... -2.72732899e-02
 -3.73513680e-02 -3.49374041e-02]",44100,7800,4,Hip-Hop
"[ 5.64121578e-07  4.55942597e-07  4.09771161e-07 ... -4.19072732e-02
 -4.05624714e-02 -3.52004860e-02]",44100,13060,8,Pop
"[ 0.          0.          0.         ... -0.82260495 -0.80724812
 -0.78838807]",44100,12341,4,Hip-Hop
[0.         0.         0.         ... 0.16426215 0.13389815 0.06632716],44100,6577,9,International
"[ 0.          0.          0.         ... -0.05956495 -0.05929222
 -0.05746253]",44100,3990,5,Folk
"[ 5.03289528e-11 -5.68368547e-11 -9.33878253e-11 ...  1.12857826e-01
  1.16660571e-01  1.19851928e-01]",48000,1617,7,Instrumental
"[-1.90936603e-10  3.02373271e-09  2.65504980e-08 ... -5.54895699e-02
 -3.60891586e-02 -4.29217489e-02]",44100,3290,6,Chiptune / Glitch
"[ 1.68105349e-07  1.61012458e-07  9.87610704e-08 ... -4.35779393e-01
 -4.21840191e-01 -4.10087407e-01]",44100,19068,9,International
"[3.44442332e-07 3.10097848e-07 2.58057431e-07 ... 1.57988261e-01
 1.62663338e-01 1.71390108e-01]",44100,19074,5,Folk
"[-1.19117899e-09 -1.14034426e-08 -2.52420742e-08 ... -6.67925403e-02
 -6.56043179e-02 -6.65420853e-02]",44100,16988,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.5904555  -0.6200811
 -0.59489769]",44100,6830,3,Experimental
"[ 9.68576330e-10  6.96997091e-08  3.09269751e-07 ... -2.24382123e-02
 -2.22744783e-02 -2.20056185e-02]",44100,8765,7,Instrumental
"[-1.43867140e-11 -1.63912195e-09 -2.44720715e-08 ... -2.65820771e-01
 -1.68002650e-01 -1.31892651e-01]",44100,12087,4,Hip-Hop
"[ 4.40078146e-07 -1.39125881e-07 -1.21178465e-06 ...  3.30731869e-01
  2.11987510e-01  3.95030588e-01]",48000,10076,2,Punk
"[-7.45077361e-10 -4.95852603e-09 -1.89476115e-08 ...  7.36465398e-02
  7.32630119e-02  7.38288630e-02]",44100,20896,0,Electronic
"[ 0.03941574  0.03131805  0.01566303 ... -0.02326349 -0.04841974
 -0.05321251]",44100,12025,9,International
"[ 2.21610863e-09  1.73751178e-08  4.27635909e-08 ... -3.34061533e-02
 -1.77279487e-02 -5.26218340e-02]",44100,16822,4,Hip-Hop
"[ 0.          0.          0.         ... -0.13307642 -0.13219487
 -0.12499123]",44100,22774,2,Punk
"[ 0.15591255 -0.02285401 -0.17836305 ... -0.51084742 -0.51837613
 -0.52779439]",44100,21356,0,Electronic
[0.         0.         0.         ... 0.16641426 0.17642145 0.19969872],44100,10235,5,Folk
"[ 1.26191863e-07  8.96638985e-08  6.09159001e-08 ... -4.15344164e-03
 -2.35154051e-02 -4.32964917e-02]",44100,21123,8,Pop
"[-4.37074105e-07 -5.21145977e-07 -5.92135456e-07 ...  8.78572196e-01
  9.06397015e-01  9.07687187e-01]",44100,8295,4,Hip-Hop
"[-0.00693056 -0.00726121 -0.00792418 ...  0.00282384  0.00305083
  0.00371176]",44100,8515,3,Experimental
"[-8.36709466e-10  1.98138262e-09  1.29836755e-08 ... -2.62180097e-01
 -2.61354804e-01 -2.56632201e-01]",44100,15570,0,Electronic
[0.         0.         0.         ... 0.0581883  0.05327558 0.04932941],48000,4757,4,Hip-Hop
"[ 7.95186008e-07  3.64920140e-07  1.12883328e-07 ... -8.95854570e-02
 -8.50400180e-02 -8.79240036e-02]",44100,5992,8,Pop
"[ 0.          0.          0.         ... -0.07889894 -0.15893678
 -0.20442131]",44100,20307,2,Punk
"[ 0.          0.          0.         ... -0.11356755 -0.08538998
 -0.05245326]",44100,3037,4,Hip-Hop
[0.         0.         0.         ... 0.05006034 0.05312084 0.05603211],44100,4503,6,Chiptune / Glitch
"[-3.27424047e-07 -3.41022954e-07 -3.96619498e-07 ... -1.92838944e-01
 -1.63037963e-01 -1.59068607e-01]",44100,11899,4,Hip-Hop
[0.         0.         0.         ... 0.12168063 0.1193256  0.07133656],44100,14787,0,Electronic
[0.         0.         0.         ... 0.03510079 0.02423315 0.01256016],44100,5312,9,International
"[ 0.          0.          0.         ... -0.17915298 -0.18602183
 -0.18822833]",44100,19487,1,Rock
[0.         0.         0.         ... 0.04209597 0.07359178 0.13657954],44100,20663,2,Punk
"[ 0.          0.          0.         ... -0.18410198 -0.18463044
 -0.18823218]",44100,6741,1,Rock
"[ 6.11083323e-07  5.86881868e-07  6.18691217e-07 ... -4.21163380e-01
 -3.13929141e-01 -1.84263602e-01]",44100,8934,4,Hip-Hop
[0.         0.         0.         ... 0.21225724 0.16302194 0.08049778],44100,7467,8,Pop
"[ 0.          0.          0.         ... -0.13303747 -0.13439598
 -0.13779249]",44100,12560,5,Folk
"[ 0.00061555  0.00057398  0.00055388 ... -0.00751227 -0.00756546
 -0.00768554]",44100,19615,3,Experimental
"[3.32124301e-08 9.39428503e-07 1.53517817e-06 ... 7.75514990e-01
 7.91305214e-01 8.25727969e-01]",44100,17523,6,Chiptune / Glitch
"[-5.84501725e-10  1.31580769e-09  5.59793267e-09 ...  6.48520123e-02
  6.92134798e-02  7.28840418e-02]",44100,5084,7,Instrumental
"[ 0.05655054  0.05947003  0.06375029 ... -0.10366404 -0.10396663
 -0.10273457]",48000,19390,3,Experimental
"[ 3.54152277e-07  3.49669612e-07  1.70848264e-07 ... -9.88386758e-02
 -7.84168802e-02 -8.00447054e-02]",44100,16073,7,Instrumental
"[ 0.          0.          0.         ... -0.04692259 -0.05978215
 -0.06911674]",44100,18604,9,International
"[ 0.          0.          0.         ...  0.00348181  0.00096639
 -0.00261714]",44100,15838,9,International
[0.13264222 0.16564369 0.19334114 ... 0.02789537 0.02893319 0.02969759],44100,15894,0,Electronic
[0.         0.         0.         ... 0.0974874  0.10203866 0.10196735],44100,12189,9,International
"[-0.08671158 -0.12891104 -0.13585624 ... -0.25386474 -0.26020358
 -0.21340502]",44100,3349,1,Rock
"[-3.53636807e-11 -1.67549330e-09 -6.52172261e-09 ... -4.36459016e-02
 -3.77182877e-02 -3.40483440e-02]",44100,9341,3,Experimental
[0.35046571 0.3590416  0.35997501 ... 0.42724572 0.4169755  0.39822337],48000,736,4,Hip-Hop
"[-2.29033743e-09 -2.02571955e-08 -4.42433037e-08 ... -5.26146784e-01
 -5.30042663e-01 -3.14451441e-01]",44100,10618,0,Electronic
"[-0.00503986 -0.00573586 -0.00590202 ... -0.01088763 -0.00618644
  0.00042084]",44100,7036,3,Experimental
[0.         0.         0.         ... 0.44325715 0.2717064  0.13853263],44100,17265,8,Pop
"[5.85777997e-07 6.29745841e-07 7.58708779e-07 ... 2.16625817e-02
 9.89740528e-03 2.72264238e-03]",44100,15722,0,Electronic
[0.         0.         0.         ... 0.13236754 0.12514816 0.11309079],44100,21169,9,International
"[ 0.00082332 -0.00078767  0.00030293 ...  0.00294939  0.00379231
  0.0064603 ]",44100,17713,2,Punk
"[-6.83764455e-07 -5.56336445e-07 -3.96972897e-07 ... -2.62637287e-01
 -2.16832817e-01 -1.67211987e-01]",44100,1345,4,Hip-Hop
"[ 6.25847079e-07 -1.99810067e-07 -6.97392920e-07 ...  1.94938116e-01
  1.89410582e-01  1.84384838e-01]",44100,593,2,Punk
"[ 2.55450761e-10  7.86255339e-10  5.58123221e-09 ...  6.20505505e-03
 -1.01013631e-02 -2.52624750e-02]",44100,864,8,Pop
[0.02237069 0.02501164 0.02633747 ... 0.06861657 0.08163328 0.08892455],44100,15095,3,Experimental
"[ 0.          0.          0.         ...  0.03969235  0.0013031
 -0.03759157]",44100,4355,2,Punk
"[ 0.04997207  0.07829282  0.08819004 ... -0.37928547 -0.36946924
 -0.35320309]",44100,8446,9,International
"[9.50642001e-08 1.03823003e-06 3.28152501e-06 ... 4.40812930e-01
 4.60821629e-01 4.42387268e-01]",48000,17763,6,Chiptune / Glitch
[0.         0.         0.         ... 0.01033661 0.01319769 0.01584953],44100,16609,5,Folk
"[ 1.16417308e-07  1.04654544e-07  9.36250935e-08 ... -9.15815737e-02
 -1.09888423e-01 -1.25263397e-01]",44100,18812,1,Rock
"[ 2.31994207e-07 -7.38456833e-08 -3.18030644e-07 ... -3.30583975e-01
 -3.32637794e-01 -3.34901921e-01]",44100,23379,2,Punk
"[ 0.05155047  0.05251366  0.05342768 ... -0.08862647 -0.06541364
 -0.06144398]",44100,14154,7,Instrumental
"[-1.24477140e-07  5.51461937e-07  1.04273785e-06 ... -3.38513143e-02
 -9.34953988e-03  1.19704381e-02]",44100,9333,3,Experimental
"[-0.31590389 -0.25888065 -0.22824109 ... -0.21332914 -0.22094012
 -0.21739233]",48000,22255,2,Punk
"[ 0.01191455  0.00942152  0.01227964 ... -0.04188532 -0.04432953
 -0.04980485]",44100,4677,5,Folk
"[-0.03789691 -0.02414053 -0.04541812 ...  0.41160758  0.38152891
  0.22487946]",44100,7519,4,Hip-Hop
"[ 0.          0.          0.         ...  0.01391828 -0.0070372
 -0.03689564]",44100,19616,8,Pop
"[ 0.          0.          0.         ... -0.03491235 -0.03991199
 -0.03781286]",44100,21930,2,Punk
"[-3.10149919e-10 -1.23111565e-09 -1.20759225e-09 ...  3.14880446e-01
  3.13044183e-01  3.03022608e-01]",44100,21826,1,Rock
"[ 9.46309697e-11 -2.40523157e-11  6.46548814e-10 ... -1.34590559e-01
 -1.35179095e-01 -1.36018716e-01]",44100,19549,4,Hip-Hop
"[-2.03857720e-09 -1.39057491e-08 -3.12098787e-08 ...  1.71975382e-01
  1.83582954e-01  1.96502082e-01]",44100,8475,0,Electronic
"[ 2.22511162e-07  2.74780182e-07  3.46984525e-07 ... -3.32131027e-02
 -2.74123643e-02 -2.12560482e-02]",44100,808,3,Experimental
"[ 0.          0.          0.         ... -0.04577004 -0.04187409
 -0.02858272]",44100,21632,2,Punk
[0.         0.         0.         ... 0.10908946 0.1505841  0.19168665],44100,22329,2,Punk
"[ 2.28621488e-07 -5.63283891e-08 -2.87006912e-07 ... -7.94041961e-01
 -8.00345510e-01 -8.04358810e-01]",44100,13070,6,Chiptune / Glitch
"[-7.90026519e-07 -7.54839675e-07 -8.14411436e-07 ... -6.27483260e-02
 -1.13649009e-01 -1.03382368e-01]",44100,2010,6,Chiptune / Glitch
[0.17658094 0.16189837 0.19486431 ... 0.53924754 0.52861938 0.52209339],44100,15175,0,Electronic
"[1.21032473e-09 8.80387030e-09 7.21006799e-09 ... 8.85205023e-02
 9.14686522e-02 9.69371721e-02]",44100,1836,5,Folk
"[ 5.30922918e-07  2.36547187e-07 -6.67204219e-07 ... -6.03902698e-01
 -5.77412039e-01 -5.49429476e-01]",44100,23903,1,Rock
"[ 4.45629986e-07  4.17375276e-07  4.25210651e-07 ... -5.62183931e-02
 -5.72900679e-02 -5.29232565e-02]",44100,22999,6,Chiptune / Glitch
[0.         0.         0.         ... 0.10461053 0.10579794 0.11349194],44100,10942,5,Folk
"[-3.83296452e-07 -9.48936645e-08 -3.54903520e-07 ...  3.24913889e-01
  3.35936680e-01  3.34137380e-01]",44100,16733,0,Electronic
"[8.81087743e-07 2.06546943e-06 2.32824209e-06 ... 1.86684437e-01
 2.64341898e-01 3.41792583e-01]",44100,9301,2,Punk
"[ 0.0430252   0.04565913  0.05025164 ... -0.00738972 -0.00735956
 -0.00757602]",44100,12846,3,Experimental
"[ 2.75703691e-08 -3.86618719e-08 -1.35712952e-07 ...  7.82248639e-02
  8.04524384e-02  7.70391487e-02]",44100,1975,4,Hip-Hop
"[ 5.71192086e-07  3.92004189e-07  2.26429066e-07 ...  1.96504761e-02
 -8.59969389e-03  2.83497106e-03]",44100,3791,2,Punk
"[ 0.          0.          0.         ... -0.10610354 -0.05358934
 -0.01621059]",44100,24303,9,International
"[ 9.12945830e-09  1.48632605e-07  4.15512346e-07 ... -2.21863082e-02
 -2.20224196e-02 -2.04765387e-02]",44100,15188,5,Folk
"[-1.76694909e-11 -3.07609049e-10 -1.43556380e-08 ... -2.34834194e-01
 -2.59247430e-01 -2.80491427e-01]",44100,23675,5,Folk
"[6.73583827e-07 3.87931252e-07 2.28005327e-07 ... 4.09124732e-01
 4.03957456e-01 3.95208299e-01]",44100,744,3,Experimental
"[ 0.          0.          0.         ... -0.13837513 -0.12444596
 -0.11301283]",44100,9956,8,Pop
"[ 0.          0.          0.         ... -0.00263048 -0.0026617
 -0.00455236]",44100,21859,5,Folk
"[-7.12650547e-07 -6.94149122e-07 -6.61192075e-07 ...  1.30476531e-01
  2.05763087e-01  2.17667334e-01]",44100,8977,5,Folk
"[-2.07960496e-10 -1.10821232e-08 -4.84607097e-08 ... -3.70763475e-02
 -6.66964706e-02 -9.73174801e-02]",44100,18480,9,International
"[-1.15891154e-06 -1.56356742e-06 -1.46105674e-06 ...  1.97920240e-01
  1.99009597e-01  1.96000911e-01]",44100,5724,4,Hip-Hop
"[ 1.20473396e-06  1.27245397e-06  1.42013153e-06 ... -2.71632031e-01
 -3.80906463e-01 -4.72552374e-01]",44100,19559,8,Pop
[0.         0.         0.         ... 0.32899648 0.42281908 0.4965988 ],44100,21715,1,Rock
"[ 0.          0.          0.         ... -0.35981166 -0.26531769
 -0.18307959]",48000,7931,1,Rock
"[-1.67906639e-09 -1.43959782e-08 -5.11125720e-08 ... -8.05424750e-02
 -7.40415119e-02 -7.12039378e-02]",44100,630,5,Folk
"[-1.72924643e-06 -1.10393057e-06 -1.06698852e-06 ... -1.17871142e-02
 -2.85324301e-02 -4.83412407e-02]",48000,3560,4,Hip-Hop
"[-3.18877696e-07 -3.39299000e-07 -2.97354340e-07 ...  7.40006715e-02
  4.59693447e-02  3.50655019e-02]",44100,21132,4,Hip-Hop
"[ 0.          0.          0.         ... -0.23544791 -0.15239812
 -0.09181764]",44100,20413,3,Experimental
"[-0.0114541  -0.01185071 -0.01307887 ... -0.11100002 -0.11183538
 -0.11320231]",44100,5048,1,Rock
"[-0.02255683 -0.02265012 -0.01863165 ... -0.05362279 -0.05693262
 -0.0478846 ]",44100,19504,8,Pop
"[-0.0379225  -0.03710242 -0.03117882 ...  0.06144284  0.06099315
  0.0554101 ]",44100,12208,8,Pop
"[ 1.04224218e-07  7.82867362e-08 -2.15358043e-09 ...  3.78439948e-02
  6.83382414e-02  6.87834099e-02]",44100,2544,7,Instrumental
"[ 2.87466384e-10  5.23207255e-10 -1.43159227e-08 ...  1.22058343e-01
  1.24605894e-01  1.12773385e-01]",44100,145,3,Experimental
"[ 3.88722185e-07  4.88322200e-07 -9.52853156e-08 ...  1.29410245e-01
  1.24109469e-01  1.15240134e-01]",44100,1521,3,Experimental
"[-1.08860307e-09 -6.43981724e-09 -3.52016638e-10 ... -2.97114383e-02
 -1.53892895e-03  1.84534639e-02]",44100,13603,5,Folk
"[-6.11445543e-07 -5.38646702e-07 -1.97873078e-08 ... -1.08395258e-01
 -2.26349309e-01 -3.20583917e-01]",44100,12340,1,Rock
"[ 9.36217062e-10  1.23342885e-08  3.81869629e-08 ... -1.22225255e-01
 -1.23827163e-01 -1.22396834e-01]",44100,4097,3,Experimental
[0.         0.         0.         ... 0.48385689 0.48351665 0.48204607],44100,14612,3,Experimental
"[-2.07608313e-08  6.53981118e-08  1.47339208e-07 ...  1.48327738e-01
  1.44009501e-01  1.51697703e-01]",44100,10993,6,Chiptune / Glitch
"[-4.94314570e-07 -5.89996745e-07 -4.81987200e-07 ... -9.90028121e-02
 -6.79124929e-02 -6.60826024e-02]",44100,17586,4,Hip-Hop
"[ 1.16926913e-08 -8.27348430e-08 -7.88410794e-08 ...  7.32384101e-02
  7.58881271e-02  9.10181366e-02]",48000,14036,4,Hip-Hop
"[2.13507964e-07 3.20239331e-07 3.75196717e-07 ... 4.18576702e-01
 5.62450051e-01 6.78933978e-01]",44100,3279,6,Chiptune / Glitch
"[-0.50022832 -0.51208472 -0.5312345  ...  0.03041981  0.01659983
  0.0095093 ]",44100,2280,6,Chiptune / Glitch
"[ 6.36750499e-07  6.03241062e-07  5.87765541e-07 ... -1.85002021e-01
 -1.35772670e-01 -1.41273540e-01]",44100,1686,2,Punk
"[-0.03480721 -0.03561817 -0.03637885 ... -0.07597562 -0.07630479
 -0.07645843]",44100,1477,3,Experimental
"[ 0.          0.          0.         ... -0.26924771 -0.29439391
 -0.33843252]",44100,8073,6,Chiptune / Glitch
"[1.43779802e-06 8.63439880e-07 4.89749937e-07 ... 1.99018117e-01
 1.21929177e-01 7.77646117e-02]",44100,15593,4,Hip-Hop
[0.         0.         0.         ... 0.36256008 0.33025716 0.37157968],44100,13301,4,Hip-Hop
[0.         0.         0.         ... 0.14863435 0.14749437 0.14577761],44100,1795,1,Rock
"[9.51593535e-07 4.46304000e-07 7.02588139e-08 ... 7.12550223e-01
 7.13296235e-01 7.21953750e-01]",44100,3815,8,Pop
[0.         0.         0.         ... 0.05944625 0.04623986 0.02187254],44100,20458,8,Pop
"[ 1.83307386e-09  1.66936580e-08  5.17059249e-08 ... -3.10628295e-01
 -2.71312296e-01 -2.52092928e-01]",44100,18522,8,Pop
"[ 2.94149066e-10 -2.18229246e-09  7.62458763e-10 ... -7.95584396e-02
 -7.43691586e-02 -6.48161657e-02]",44100,4882,3,Experimental
"[ 9.34655759e-07  7.61835935e-07  3.57181278e-07 ... -1.14224765e-01
 -1.27922378e-01 -1.38444852e-01]",44100,9694,3,Experimental
"[-1.67797317e-07 -2.03225142e-07 -2.21232987e-07 ... -2.16323525e-01
 -2.14418091e-01 -2.16488682e-01]",44100,6572,4,Hip-Hop
[0.         0.         0.         ... 0.04081259 0.0070897  0.01556577],44100,3381,1,Rock
"[ 3.60165273e-10  2.94044161e-09  7.26398675e-09 ...  3.61964107e-03
  5.64093515e-03 -1.57875195e-02]",44100,3691,9,International
"[-3.94762401e-09 -5.92647424e-08 -2.49300314e-07 ... -8.17952282e-03
 -7.90684926e-03 -7.90186436e-03]",44100,6265,3,Experimental
"[ 2.16003204e-09  8.71203243e-09 -9.23937016e-09 ... -4.52166442e-02
 -4.70128134e-02 -4.86385468e-02]",44100,2637,5,Folk
"[ 0.          0.          0.         ... -0.00410291 -0.00401297
 -0.00396804]",44100,19292,2,Punk
"[-6.38868641e-09  4.68616697e-08  1.14942133e-07 ... -1.60664406e-01
 -1.71087902e-01 -1.88347321e-01]",48000,7047,7,Instrumental
[0.         0.         0.         ... 0.11226138 0.09663577 0.09253452],44100,19552,0,Electronic
"[ 0.          0.          0.         ... -0.11685042 -0.11491489
 -0.11196029]",44100,23749,0,Electronic
"[ 3.61986617e-07  6.19917515e-07  8.48766405e-07 ... -5.26291882e-02
 -4.88945451e-02 -4.54333229e-02]",44100,18831,3,Experimental
"[-9.25126392e-10  5.08340148e-10 -9.93397781e-10 ... -4.55591138e-02
 -4.67845611e-02 -5.06600700e-02]",44100,19889,9,International
"[-2.82494245e-09 -2.66230540e-08 -7.32830330e-08 ... -1.30641922e-01
 -1.59076590e-01 -1.75816912e-01]",44100,8439,5,Folk
"[ 1.53533733e-07  1.44465889e-06  3.76994979e-06 ... -4.52818666e-02
 -4.57510464e-02 -4.61245589e-02]",44100,20569,7,Instrumental
"[-1.40887547e-07 -2.12117521e-07 -2.55702566e-07 ...  1.74339097e-02
 -2.41803750e-03 -2.73496769e-02]",44100,5360,3,Experimental
"[-4.33334537e-07 -3.04399284e-07 -1.36530052e-07 ...  1.53860576e-01
  1.63483888e-01  1.65590800e-01]",44100,14707,0,Electronic
"[ 0.          0.          0.         ... -0.0227416  -0.0511535
  0.00055244]",44100,24432,2,Punk
[0.         0.         0.         ... 0.11136299 0.09241797 0.0703086 ],44100,12286,3,Experimental
"[-2.94484511e-07 -1.10749701e-06 -1.69595307e-06 ... -6.21934354e-01
 -6.11869395e-01 -6.06617004e-01]",44100,4574,0,Electronic
"[-0.09885137 -0.09199293 -0.09307736 ... -0.06897035 -0.1381561
 -0.15759965]",44100,2176,8,Pop
"[ 0.01848504  0.01909275  0.01886978 ... -0.07674298 -0.08097417
 -0.08393486]",44100,23700,8,Pop
"[ 0.01713564  0.01791685  0.01949887 ... -0.1508738  -0.11527787
 -0.11067291]",44100,8519,1,Rock
"[-0.07172357 -0.07446061 -0.07663369 ... -0.00381659 -0.00671725
 -0.00962552]",44100,21447,3,Experimental
"[ 0.00645548  0.00927965  0.01202322 ... -0.00475177 -0.01098166
 -0.01667374]",44100,20185,0,Electronic
[0.         0.         0.         ... 0.13830292 0.12401636 0.10562405],48000,11713,4,Hip-Hop
"[-2.81443757e-08 -1.30014399e-07 -3.70684006e-07 ...  8.83066794e-04
  8.02825019e-03  1.47244604e-02]",44100,6558,5,Folk
"[-0.13665847 -0.03565623  0.08402365 ...  0.5106623  -0.24257962
 -0.75596249]",44100,17289,0,Electronic
[0.03822719 0.04041357 0.0428744  ... 0.02814551 0.01591562 0.00587347],44100,23333,8,Pop
"[ 0.          0.          0.         ... -0.17666197 -0.12115212
 -0.08362647]",44100,230,1,Rock
"[-2.55135646e-07 -2.63945635e-07 -2.52550812e-07 ...  1.40793525e-01
  1.47182312e-01  1.55755378e-01]",44100,1401,7,Instrumental
"[-0.12353096 -0.0995309  -0.08444832 ... -0.10189337 -0.08615766
 -0.05913432]",44100,18169,4,Hip-Hop
[0.         0.         0.         ... 0.27960496 0.34113266 0.39576331],44100,16819,1,Rock
"[ 0.          0.          0.         ... -0.06530907 -0.06894529
 -0.07003919]",44100,17951,5,Folk
